Voltage,Current,Power,Status,Alert,Prediction,Anomaly
227.3,4.04,918.0,NORMAL,System Normal ✅,Stable,Normal
238.2,5.71,1360.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
222.8,5.0,1114.0,NORMAL,System Normal ✅,Stable,Normal
223.1,4.62,1031.0,NORMAL,System Normal ✅,Stable,Normal
238.4,4.55,1085.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
236.5,5.26,1244.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
228.1,5.14,1172.0,NORMAL,System Normal ✅,Stable,Normal
232.0,4.76,1104.0,NORMAL,System Normal ✅,System Load Increasing,Normal
234.6,4.52,1060.0,NORMAL,System Normal ✅,System Load Increasing,Normal
230.9,5.9,1362.0,NORMAL,System Normal ✅,Stable,Normal
229.6,5.78,1327.0,NORMAL,System Normal ✅,Stable,Normal
212.9,4.5,958.0,NORMAL,System Normal ✅,Stable,Normal
215.1,4.52,972.0,NORMAL,System Normal ✅,Stable,Normal
216.0,5.43,1173.0,NORMAL,System Normal ✅,Stable,Normal
221.9,5.71,1267.0,NORMAL,System Normal ✅,Stable,Normal
215.0,4.21,905.0,NORMAL,System Normal ✅,Stable,Normal
218.1,5.33,1162.0,NORMAL,System Normal ✅,Stable,Normal
234.1,4.38,1025.0,NORMAL,System Normal ✅,System Load Increasing,Normal
225.6,5.68,1281.0,NORMAL,System Normal ✅,Stable,Normal
228.9,4.38,1003.0,NORMAL,System Normal ✅,Stable,Normal
213.7,5.59,1195.0,NORMAL,System Normal ✅,Stable,Normal
221.4,4.01,888.0,NORMAL,System Normal ✅,Stable,Normal
226.2,5.29,1197.0,NORMAL,System Normal ✅,Stable,Normal
239.3,5.46,1307.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
228.5,4.47,1021.0,NORMAL,System Normal ✅,Stable,Normal
234.4,4.04,947.0,NORMAL,System Normal ✅,System Load Increasing,Normal
236.0,4.61,1088.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
236.5,4.98,1178.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
214.7,4.39,943.0,NORMAL,System Normal ✅,Stable,Normal
230.3,4.74,1092.0,NORMAL,System Normal ✅,System Load Increasing,Normal
213.0,5.96,1269.0,NORMAL,System Normal ✅,Stable,Normal
232.5,4.21,979.0,NORMAL,System Normal ✅,System Load Increasing,Normal
235.3,4.54,1068.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
214.7,5.09,1093.0,NORMAL,System Normal ✅,Stable,Normal
232.4,4.71,1095.0,NORMAL,System Normal ✅,System Load Increasing,Normal
228.4,4.49,1026.0,NORMAL,System Normal ✅,Stable,Normal
215.4,5.7,1228.0,NORMAL,System Normal ✅,Stable,Normal
227.0,5.91,1342.0,NORMAL,System Normal ✅,Stable,Normal
233.4,4.43,1034.0,NORMAL,System Normal ✅,System Load Increasing,Normal
227.7,5.63,1282.0,NORMAL,System Normal ✅,Stable,Normal
219.5,5.77,1267.0,NORMAL,System Normal ✅,Stable,Normal
216.8,4.48,971.0,NORMAL,System Normal ✅,Stable,Normal
214.8,5.94,1276.0,NORMAL,System Normal ✅,Stable,Normal
232.3,4.05,941.0,NORMAL,System Normal ✅,System Load Increasing,Normal
211.2,4.67,986.0,NORMAL,System Normal ✅,Stable,Normal
231.8,4.48,1038.0,NORMAL,System Normal ✅,System Load Increasing,Normal
217.2,5.67,1232.0,NORMAL,System Normal ✅,Stable,Normal
227.7,4.54,1034.0,NORMAL,System Normal ✅,Stable,Normal
225.0,4.84,1089.0,NORMAL,System Normal ✅,Stable,Normal
213.3,4.78,1020.0,NORMAL,System Normal ✅,Stable,Normal
218.5,4.25,929.0,NORMAL,System Normal ✅,Stable,Normal
221.7,4.1,909.0,NORMAL,System Normal ✅,Stable,Normal
218.5,5.95,1300.0,NORMAL,System Normal ✅,Stable,Normal
227.9,5.62,1281.0,NORMAL,System Normal ✅,Stable,Normal
228.6,4.83,1104.0,NORMAL,System Normal ✅,System Load Increasing,Normal
216.6,5.49,1189.0,NORMAL,System Normal ✅,Stable,Normal
231.4,4.26,986.0,NORMAL,System Normal ✅,System Load Increasing,Normal
211.6,5.66,1198.0,NORMAL,System Normal ✅,Stable,Normal
213.0,5.95,1267.0,NORMAL,System Normal ✅,Stable,Normal
231.4,4.46,1032.0,NORMAL,System Normal ✅,System Load Increasing,Normal
236.0,5.23,1234.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
215.8,4.1,885.0,NORMAL,System Normal ✅,Stable,Normal
236.0,4.56,1076.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
216.7,4.12,893.0,NORMAL,System Normal ✅,Stable,Normal
224.3,4.91,1101.0,NORMAL,System Normal ✅,Stable,Normal
219.0,4.49,983.0,NORMAL,System Normal ✅,Stable,Normal
232.8,4.82,1122.0,NORMAL,System Normal ✅,System Load Increasing,Normal
232.2,4.84,1124.0,NORMAL,System Normal ✅,System Load Increasing,Normal
239.3,4.94,1182.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
212.1,5.78,1226.0,NORMAL,System Normal ✅,Stable,Normal
234.1,5.57,1304.0,NORMAL,System Normal ✅,System Load Increasing,Normal
214.6,5.65,1212.0,NORMAL,System Normal ✅,Stable,Normal
218.9,5.26,1151.0,NORMAL,System Normal ✅,Stable,Normal
230.0,5.91,1359.0,NORMAL,System Normal ✅,System Load Increasing,Normal
215.8,5.73,1237.0,NORMAL,System Normal ✅,Stable,Normal
212.3,4.27,907.0,NORMAL,System Normal ✅,Stable,Normal
219.0,4.8,1051.0,NORMAL,System Normal ✅,Stable,Normal
230.0,5.13,1180.0,NORMAL,System Normal ✅,System Load Increasing,Normal
224.5,5.69,1277.0,NORMAL,System Normal ✅,Stable,Normal
216.4,4.9,1060.0,NORMAL,System Normal ✅,Stable,Normal
223.0,5.88,1311.0,NORMAL,System Normal ✅,Stable,Normal
219.6,4.98,1094.0,NORMAL,System Normal ✅,Stable,Normal
229.5,4.1,941.0,NORMAL,System Normal ✅,System Load Increasing,Normal
237.5,5.74,1363.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
235.4,4.57,1076.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
214.9,4.52,971.0,NORMAL,System Normal ✅,Stable,Normal
222.6,5.73,1275.0,NORMAL,System Normal ✅,Stable,Normal
232.6,4.89,1137.0,NORMAL,System Normal ✅,System Load Increasing,Normal
231.4,5.86,1356.0,NORMAL,System Normal ✅,System Load Increasing,Normal
212.4,5.95,1264.0,NORMAL,System Normal ✅,Stable,Normal
238.2,4.04,962.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
224.7,4.57,1027.0,NORMAL,System Normal ✅,Stable,Normal
236.9,4.16,986.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
219.2,4.61,1011.0,NORMAL,System Normal ✅,Stable,Normal
236.8,4.42,1047.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
237.9,4.11,978.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
234.2,5.75,1347.0,NORMAL,System Normal ✅,System Load Increasing,Normal
212.8,5.2,1107.0,NORMAL,System Normal ✅,Stable,Normal
216.9,5.0,1084.0,NORMAL,System Normal ✅,Stable,Normal
226.8,4.51,1023.0,NORMAL,System Normal ✅,Stable,Normal
212.9,4.64,988.0,NORMAL,System Normal ✅,Stable,Normal
239.4,5.54,1326.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
230.5,4.67,1076.0,NORMAL,System Normal ✅,Stable,Normal
215.0,5.17,1112.0,NORMAL,System Normal ✅,Stable,Normal
226.1,5.97,1350.0,NORMAL,System Normal ✅,Stable,Normal
225.1,4.55,1024.0,NORMAL,System Normal ✅,Stable,Normal
220.4,4.86,1071.0,NORMAL,System Normal ✅,Stable,Normal
237.0,4.67,1107.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
220.2,4.31,949.0,NORMAL,System Normal ✅,Stable,Normal
211.3,4.95,1046.0,NORMAL,System Normal ✅,Stable,Normal
211.6,5.28,1117.0,NORMAL,System Normal ✅,Stable,Normal
221.4,5.18,1147.0,NORMAL,System Normal ✅,Stable,Normal
234.6,5.47,1283.0,NORMAL,System Normal ✅,System Load Increasing,Normal
216.9,4.43,961.0,NORMAL,System Normal ✅,Stable,Normal
237.2,4.95,1174.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
225.6,5.47,1234.0,NORMAL,System Normal ✅,Stable,Normal
213.1,5.42,1155.0,NORMAL,System Normal ✅,Stable,Normal
213.7,4.65,994.0,NORMAL,System Normal ✅,Stable,Normal
225.6,4.16,938.0,NORMAL,System Normal ✅,Stable,Normal
226.9,5.96,1352.0,NORMAL,System Normal ✅,Stable,Normal
233.5,5.72,1336.0,NORMAL,System Normal ✅,System Load Increasing,Normal
230.6,4.88,1125.0,NORMAL,System Normal ✅,System Load Increasing,Normal
232.9,5.19,1209.0,NORMAL,System Normal ✅,System Load Increasing,Normal
211.0,4.56,962.0,NORMAL,System Normal ✅,Stable,Normal
211.9,5.86,1242.0,NORMAL,System Normal ✅,Stable,Normal
236.4,4.77,1128.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
212.5,4.11,873.0,NORMAL,System Normal ✅,Stable,Normal
220.5,4.5,992.0,NORMAL,System Normal ✅,Stable,Normal
231.5,4.68,1083.0,NORMAL,System Normal ✅,System Load Increasing,Normal
213.5,5.8,1238.0,NORMAL,System Normal ✅,Stable,Normal
230.1,4.67,1075.0,NORMAL,System Normal ✅,System Load Increasing,Normal
237.5,4.66,1107.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
225.9,5.48,1238.0,NORMAL,System Normal ✅,Stable,Normal
236.8,5.62,1331.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
222.1,4.59,1019.0,NORMAL,System Normal ✅,Stable,Normal
236.5,5.19,1227.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
223.4,4.86,1086.0,NORMAL,System Normal ✅,Stable,Normal
215.6,4.49,968.0,NORMAL,System Normal ✅,Stable,Normal
214.8,5.03,1080.0,NORMAL,System Normal ✅,Stable,Normal
231.5,4.28,991.0,NORMAL,System Normal ✅,System Load Increasing,Normal
213.2,5.06,1079.0,NORMAL,System Normal ✅,Stable,Normal
230.6,4.13,952.0,NORMAL,System Normal ✅,System Load Increasing,Normal
235.3,5.63,1325.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
228.0,4.23,964.0,NORMAL,System Normal ✅,Stable,Normal
216.0,4.7,1015.0,NORMAL,System Normal ✅,Stable,Normal
229.5,5.56,1276.0,NORMAL,System Normal ✅,Stable,Normal
237.4,5.63,1337.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
217.0,4.91,1065.0,NORMAL,System Normal ✅,Stable,Normal
232.2,5.1,1184.0,NORMAL,System Normal ✅,System Load Increasing,Normal
223.0,5.99,1336.0,NORMAL,System Normal ✅,Stable,Normal
214.2,4.55,975.0,NORMAL,System Normal ✅,Stable,Normal
220.7,5.87,1296.0,NORMAL,System Normal ✅,Stable,Normal
230.8,5.57,1286.0,NORMAL,System Normal ✅,System Load Increasing,Normal
220.7,4.96,1095.0,NORMAL,System Normal ✅,Stable,Normal
214.6,5.28,1133.0,NORMAL,System Normal ✅,Stable,Normal
236.6,4.53,1072.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
223.7,5.88,1315.0,NORMAL,System Normal ✅,Stable,Normal
233.1,5.01,1168.0,NORMAL,System Normal ✅,System Load Increasing,Normal
232.0,5.88,1364.0,NORMAL,System Normal ✅,System Load Increasing,Normal
232.4,4.86,1129.0,NORMAL,System Normal ✅,System Load Increasing,Normal
225.0,4.75,1069.0,NORMAL,System Normal ✅,Stable,Normal
224.3,4.21,944.0,NORMAL,System Normal ✅,Stable,Normal
233.2,5.67,1322.0,NORMAL,System Normal ✅,System Load Increasing,Normal
232.6,5.3,1233.0,NORMAL,System Normal ✅,System Load Increasing,Normal
212.0,5.6,1187.0,NORMAL,System Normal ✅,Stable,Normal
225.0,4.01,902.0,NORMAL,System Normal ✅,Stable,Normal
215.4,4.85,1045.0,NORMAL,System Normal ✅,Stable,Normal
237.3,5.59,1327.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
215.1,5.14,1106.0,NORMAL,System Normal ✅,Stable,Normal
226.7,4.79,1086.0,NORMAL,System Normal ✅,Stable,Normal
233.7,5.14,1201.0,NORMAL,System Normal ✅,System Load Increasing,Normal
224.7,5.07,1139.0,NORMAL,System Normal ✅,Stable,Normal
215.3,4.52,973.0,NORMAL,System Normal ✅,Stable,Normal
227.2,5.36,1218.0,NORMAL,System Normal ✅,Stable,Normal
227.5,5.42,1233.0,NORMAL,System Normal ✅,Stable,Normal
214.3,5.68,1217.0,NORMAL,System Normal ✅,Stable,Normal
224.0,4.25,952.0,NORMAL,System Normal ✅,Stable,Normal
223.2,4.96,1107.0,NORMAL,System Normal ✅,Stable,Normal
224.4,4.34,974.0,NORMAL,System Normal ✅,Stable,Normal
222.9,4.05,903.0,NORMAL,System Normal ✅,Stable,Normal
230.4,4.45,1025.0,NORMAL,System Normal ✅,System Load Increasing,Normal
233.2,4.63,1080.0,NORMAL,System Normal ✅,System Load Increasing,Normal
233.1,4.98,1161.0,NORMAL,System Normal ✅,System Load Increasing,Normal
227.3,5.31,1207.0,NORMAL,System Normal ✅,Stable,Normal
232.0,4.49,1042.0,NORMAL,System Normal ✅,System Load Increasing,Normal
228.5,4.47,1021.0,NORMAL,System Normal ✅,Stable,Normal
226.8,4.69,1064.0,NORMAL,System Normal ✅,Stable,Normal
214.8,4.12,885.0,NORMAL,System Normal ✅,Stable,Normal
239.9,5.05,1211.0,CRITICAL,High Voltage ⚠️,Voltage Spike Risk,Anomaly 🚨
222.1,4.4,977.0,NORMAL,System Normal ✅,Stable,Normal
237.3,5.48,1300.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
228.5,5.13,1172.0,NORMAL,System Normal ✅,Stable,Normal
234.0,5.95,1392.0,NORMAL,System Normal ✅,System Load Increasing,Normal
224.1,4.35,975.0,NORMAL,System Normal ✅,Stable,Normal
239.9,5.86,1406.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
237.9,5.21,1239.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
230.2,5.86,1349.0,NORMAL,System Normal ✅,Stable,Normal
233.2,5.17,1206.0,NORMAL,System Normal ✅,Stable,Normal
239.1,4.91,1174.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
232.7,4.04,940.0,NORMAL,System Normal ✅,Stable,Normal
217.0,5.52,1198.0,NORMAL,System Normal ✅,Stable,Normal
234.2,5.33,1248.0,NORMAL,System Normal ✅,Stable,Normal
212.3,5.03,1068.0,NORMAL,System Normal ✅,Voltage Spike Risk,Anomaly 🚨
237.8,4.27,1015.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
213.9,5.42,1159.0,NORMAL,System Normal ✅,Stable,Normal
227.2,5.99,1361.0,NORMAL,System Normal ✅,Stable,Normal
226.4,4.35,985.0,NORMAL,System Normal ✅,Stable,Normal
223.8,4.6,1029.0,NORMAL,System Normal ✅,Stable,Normal
223.4,5.34,1193.0,NORMAL,System Normal ✅,Stable,Normal
218.4,4.59,1002.0,NORMAL,System Normal ✅,Stable,Normal
227.7,5.39,1227.0,NORMAL,System Normal ✅,Stable,Normal
235.4,4.17,982.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
227.8,5.42,1235.0,NORMAL,System Normal ✅,Stable,Normal
227.8,5.97,1360.0,NORMAL,System Normal ✅,Stable,Normal
211.7,4.7,995.0,NORMAL,System Normal ✅,Stable,Normal
213.5,5.15,1100.0,NORMAL,System Normal ✅,Stable,Normal
213.9,4.03,862.0,NORMAL,System Normal ✅,Stable,Normal
215.4,4.21,907.0,NORMAL,System Normal ✅,Stable,Normal
212.0,5.49,1164.0,NORMAL,System Normal ✅,Stable,Normal
213.4,4.84,1033.0,NORMAL,System Normal ✅,Stable,Normal
237.5,5.56,1320.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
236.9,5.78,1369.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
226.0,4.67,1055.0,NORMAL,System Normal ✅,Stable,Normal
238.7,4.92,1174.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
226.0,4.55,1028.0,NORMAL,System Normal ✅,Stable,Normal
225.9,5.06,1143.0,NORMAL,System Normal ✅,Stable,Normal
231.8,4.23,981.0,NORMAL,System Normal ✅,System Load Increasing,Normal
232.9,4.35,1013.0,NORMAL,System Normal ✅,System Load Increasing,Normal
215.5,5.59,1205.0,NORMAL,System Normal ✅,Stable,Normal
230.7,4.09,944.0,NORMAL,System Normal ✅,System Load Increasing,Normal
223.7,5.09,1139.0,NORMAL,System Normal ✅,Stable,Normal
225.1,5.99,1348.0,NORMAL,System Normal ✅,Stable,Normal
236.1,5.22,1232.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
237.4,4.35,1033.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
228.2,4.1,936.0,NORMAL,System Normal ✅,Stable,Normal
216.3,5.32,1151.0,NORMAL,System Normal ✅,Stable,Normal
226.6,5.65,1280.0,NORMAL,System Normal ✅,Stable,Normal
229.3,4.28,981.0,NORMAL,System Normal ✅,Stable,Normal
224.5,4.59,1030.0,NORMAL,System Normal ✅,Stable,Normal
239.9,4.51,1082.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
210.2,5.68,1194.0,NORMAL,System Normal ✅,Voltage Spike Risk,Anomaly 🚨
237.3,4.59,1089.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
210.9,5.93,1251.0,NORMAL,System Normal ✅,Stable,Normal
223.6,5.88,1315.0,NORMAL,System Normal ✅,Stable,Normal
214.2,4.92,1054.0,NORMAL,System Normal ✅,Stable,Normal
239.3,5.16,1235.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
217.5,4.04,879.0,NORMAL,System Normal ✅,Stable,Normal
224.0,4.6,1030.0,NORMAL,System Normal ✅,Stable,Normal
219.6,5.66,1243.0,NORMAL,System Normal ✅,Stable,Normal
237.4,4.51,1071.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
225.0,5.26,1184.0,NORMAL,System Normal ✅,Collecting Data,Normal
223.2,4.54,1013.0,NORMAL,System Normal ✅,Collecting Data,Normal
217.2,4.78,1038.0,NORMAL,System Normal ✅,Collecting Data,Normal
223.6,5.79,1295.0,NORMAL,System Normal ✅,Collecting Data,Normal
218.4,5.51,1203.0,NORMAL,System Normal ✅,Stable,Normal
231.5,5.27,1220.0,NORMAL,System Normal ✅,System Load Increasing,Normal
214.3,5.53,1185.0,NORMAL,System Normal ✅,Stable,Normal
225.7,4.19,946.0,NORMAL,System Normal ✅,Stable,Normal
217.7,5.3,1154.0,NORMAL,System Normal ✅,Stable,Normal
234.6,4.58,1074.0,NORMAL,System Normal ✅,System Load Increasing,Normal
219.3,4.21,923.0,NORMAL,System Normal ✅,Stable,Normal
234.7,5.55,1303.0,NORMAL,System Normal ✅,System Load Increasing,Normal
231.9,5.86,1359.0,NORMAL,System Normal ✅,System Load Increasing,Normal
218.0,5.71,1245.0,NORMAL,System Normal ✅,Stable,Normal
217.7,5.07,1104.0,NORMAL,System Normal ✅,Stable,Normal
221.5,5.38,1192.0,NORMAL,System Normal ✅,Stable,Normal
216.1,4.2,908.0,NORMAL,System Normal ✅,Stable,Normal
224.9,5.33,1199.0,NORMAL,System Normal ✅,Stable,Normal
224.6,5.15,1157.0,NORMAL,System Normal ✅,Stable,Normal
230.3,5.07,1168.0,NORMAL,System Normal ✅,System Load Increasing,Normal
214.1,4.18,895.0,NORMAL,System Normal ✅,Stable,Normal
224.6,4.09,919.0,NORMAL,System Normal ✅,Stable,Normal
217.4,4.15,902.0,NORMAL,System Normal ✅,Stable,Normal
229.5,5.43,1246.0,NORMAL,System Normal ✅,System Load Increasing,Normal
216.0,4.5,972.0,NORMAL,System Normal ✅,Stable,Normal
238.7,5.77,1377.0,CRITICAL,High Voltage ⚠️,Voltage Spike Risk,Anomaly 🚨
225.4,4.4,992.0,NORMAL,System Normal ✅,Stable,Normal
230.7,4.43,1022.0,NORMAL,System Normal ✅,System Load Increasing,Normal
222.7,5.03,1120.0,NORMAL,System Normal ✅,Stable,Normal
227.3,5.69,1293.0,NORMAL,System Normal ✅,Stable,Normal
220.2,4.82,1061.0,NORMAL,System Normal ✅,Stable,Normal
212.5,5.2,1105.0,NORMAL,System Normal ✅,Stable,Normal
211.3,5.58,1179.0,NORMAL,System Normal ✅,Stable,Normal
227.5,4.42,1006.0,NORMAL,System Normal ✅,Stable,Normal
230.0,4.2,966.0,NORMAL,System Normal ✅,System Load Increasing,Normal
237.2,5.74,1362.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
237.2,4.58,1086.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
222.6,5.82,1296.0,NORMAL,System Normal ✅,Stable,Normal
234.8,4.03,946.0,NORMAL,System Normal ✅,System Load Increasing,Normal
238.2,4.15,989.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
212.1,4.26,904.0,NORMAL,System Normal ✅,Stable,Normal
238.9,5.95,1421.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
229.9,4.08,938.0,NORMAL,System Normal ✅,Stable,Normal
230.1,4.55,1047.0,NORMAL,System Normal ✅,Stable,Normal
227.8,5.02,1144.0,NORMAL,System Normal ✅,Stable,Normal
237.5,4.66,1107.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
236.9,4.49,1064.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
217.9,5.2,1133.0,NORMAL,System Normal ✅,Stable,Normal
227.4,5.99,1362.0,NORMAL,System Normal ✅,Stable,Normal
215.8,4.13,891.0,NORMAL,System Normal ✅,Stable,Normal
212.4,4.43,941.0,NORMAL,System Normal ✅,Stable,Normal
217.7,5.87,1278.0,NORMAL,System Normal ✅,Stable,Normal
225.8,4.18,944.0,NORMAL,System Normal ✅,Stable,Normal
213.8,4.52,966.0,NORMAL,System Normal ✅,Stable,Normal
212.8,4.81,1024.0,NORMAL,System Normal ✅,Stable,Normal
232.7,5.63,1310.0,NORMAL,System Normal ✅,System Load Increasing,Normal
214.5,5.95,1276.0,NORMAL,System Normal ✅,Stable,Normal
229.9,5.13,1179.0,NORMAL,System Normal ✅,Stable,Normal
229.8,4.03,926.0,NORMAL,System Normal ✅,Stable,Normal
238.9,4.65,1111.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
217.2,5.0,1086.0,NORMAL,System Normal ✅,Stable,Normal
238.4,4.54,1082.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
214.7,4.93,1058.0,NORMAL,System Normal ✅,Stable,Normal
211.4,5.7,1205.0,NORMAL,System Normal ✅,Stable,Normal
220.1,4.09,900.0,NORMAL,System Normal ✅,Stable,Normal
233.1,5.09,1186.0,NORMAL,System Normal ✅,System Load Increasing,Normal
239.4,5.66,1355.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
214.1,4.01,859.0,NORMAL,System Normal ✅,Stable,Normal
227.8,4.53,1032.0,NORMAL,System Normal ✅,Stable,Normal
229.8,4.98,1144.0,NORMAL,System Normal ✅,System Load Increasing,Normal
213.1,4.33,923.0,NORMAL,System Normal ✅,Stable,Normal
216.5,5.43,1176.0,NORMAL,System Normal ✅,Stable,Normal
210.5,4.61,970.0,NORMAL,System Normal ✅,Stable,Normal
234.2,4.61,1080.0,NORMAL,System Normal ✅,System Load Increasing,Normal
232.9,5.17,1204.0,NORMAL,System Normal ✅,System Load Increasing,Normal
231.0,5.74,1326.0,NORMAL,System Normal ✅,System Load Increasing,Normal
216.1,4.49,970.0,NORMAL,System Normal ✅,Stable,Normal
232.0,4.88,1132.0,NORMAL,System Normal ✅,System Load Increasing,Normal
236.4,5.21,1232.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
238.9,5.39,1288.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
214.5,5.93,1272.0,NORMAL,System Normal ✅,Stable,Normal
226.9,4.72,1071.0,NORMAL,System Normal ✅,Stable,Normal
221.9,4.96,1101.0,NORMAL,System Normal ✅,Stable,Normal
222.2,5.0,1111.0,NORMAL,System Normal ✅,Stable,Normal
237.3,4.23,1004.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
223.5,5.87,1312.0,NORMAL,System Normal ✅,Stable,Normal
229.2,5.55,1272.0,NORMAL,System Normal ✅,Stable,Normal
222.6,5.47,1218.0,NORMAL,System Normal ✅,Stable,Normal
231.2,5.08,1174.0,NORMAL,System Normal ✅,System Load Increasing,Normal
221.8,5.82,1291.0,NORMAL,System Normal ✅,Stable,Normal
233.3,5.58,1302.0,NORMAL,System Normal ✅,System Load Increasing,Normal
223.6,5.4,1207.0,NORMAL,System Normal ✅,Stable,Normal
233.7,5.41,1264.0,NORMAL,System Normal ✅,System Load Increasing,Normal
228.4,5.13,1172.0,NORMAL,System Normal ✅,Stable,Normal
212.3,4.96,1053.0,NORMAL,System Normal ✅,Stable,Normal
235.3,5.79,1362.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
236.8,4.49,1063.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
213.7,5.63,1203.0,NORMAL,System Normal ✅,Stable,Normal
231.0,5.77,1333.0,NORMAL,System Normal ✅,Stable,Normal
226.1,4.86,1099.0,NORMAL,System Normal ✅,Stable,Normal
213.5,4.61,984.0,NORMAL,System Normal ✅,Stable,Normal
224.9,5.79,1302.0,NORMAL,System Normal ✅,Stable,Normal
230.7,4.86,1121.0,NORMAL,System Normal ✅,Stable,Normal
221.2,4.46,987.0,NORMAL,System Normal ✅,Stable,Normal
233.5,4.54,1060.0,NORMAL,System Normal ✅,System Load Increasing,Normal
234.4,4.75,1113.0,NORMAL,System Normal ✅,System Load Increasing,Normal
217.1,5.81,1261.0,NORMAL,System Normal ✅,Stable,Normal
223.8,5.17,1157.0,NORMAL,System Normal ✅,Stable,Normal
223.7,5.81,1300.0,NORMAL,System Normal ✅,Stable,Normal
225.0,4.03,907.0,NORMAL,System Normal ✅,Stable,Normal
237.5,5.5,1306.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
232.2,5.59,1298.0,NORMAL,System Normal ✅,System Load Increasing,Normal
225.7,5.81,1311.0,NORMAL,System Normal ✅,Stable,Normal
234.5,4.56,1069.0,NORMAL,System Normal ✅,System Load Increasing,Normal
211.2,5.16,1090.0,NORMAL,System Normal ✅,Stable,Normal
234.6,4.18,981.0,NORMAL,System Normal ✅,System Load Increasing,Normal
229.7,4.13,949.0,NORMAL,System Normal ✅,Stable,Normal
213.4,4.64,990.0,NORMAL,System Normal ✅,Stable,Normal
224.2,4.77,1069.0,NORMAL,System Normal ✅,Stable,Normal
215.7,4.24,915.0,NORMAL,System Normal ✅,Stable,Normal
214.6,5.54,1189.0,NORMAL,System Normal ✅,Stable,Normal
238.4,4.2,1001.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
217.2,5.74,1247.0,NORMAL,System Normal ✅,Stable,Normal
224.5,5.5,1235.0,NORMAL,System Normal ✅,Stable,Normal
217.4,5.93,1289.0,NORMAL,System Normal ✅,Stable,Normal
211.3,4.22,892.0,NORMAL,System Normal ✅,Stable,Normal
218.5,4.73,1034.0,NORMAL,System Normal ✅,Stable,Normal
238.6,4.08,973.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
226.1,4.03,911.0,NORMAL,System Normal ✅,Stable,Normal
224.6,5.4,1213.0,NORMAL,System Normal ✅,Stable,Normal
